,feedback,rating
4999,"I was in a car accident where the car was totaled and I suffered trauma to my neck, back and right shoulder. I broke my clavicle and had surgery. I also got 2 herniated discs and 2 bulging on lumbar and cervical spine. About a year later the pain on my back worsened and I started to get severe headaches, hip pain, pain in legs and hands. I had to go to this Doctor because the insurance, needed proof of my condition to cover medical bills and loss of wages. This doctor claimed that all of my issues were resolved even though he saw me and only asked a couple questions. I told him about all of my pain. He did not look at my spine. I told him there is terrible swelling and pain on my neck/back. It's so sad that there are doctors who are only motivated by their own financial gains. Because of his false diagnoses that claims all of my issues are resolved, I am not getting any medical care. I lost my job, I have no health insurance and I am in terrible pain every day.",Rated 1 out of 5
4759,"For a post op visit, Dr Rodeo was an hour late and did not make any attempt at explaining his lateness. He speaks very rapidly and I found it very difficult to ask him any questions.  ",Rated 1 out of 5
4478,"This is way passed being pathetic. 5 phone calls, three 5-13 minutes holds, and I am still unable to make an appointment. My wife was in the hospital ER, she is in their RIS and EMR and all the secretary is able to tell me after askin 3 times for the spelling f the name and DOB - I can't make an appointment since I can't find you in our hospital system. I called ER and they found her in 5 seconds. I called back secretary and she says that unless I have an exact date of visit there is nothing she",Rated 1 out of 5
4997,"I had surgery with Dr. Daniel Seidman for turf toe (broken ligament under big toe). After the surgery, that issue was fixed, but I ended up with a giant bunion (bones out of place). He is not a good surgeon. I like the guy, but he really let me down. I'm basically in worse shape now than ever, and I need another intensive surgery with the same exact recovery challenges to fix the new problem. Look elsewhere. Really hard to find a good foot surgeon, but this is not the guy. Avoid!",Rated 1 out of 5
4917,"Doctor Sink was arrogant, gave me conflicting instructions and yelled at me when I pointed this out. He couldn’t remember what he had told me from one visit to the next. He is forgetful beyond belief for a professional. ",Rated 1 out of 5
4817,"I am writing this to save other patients from a horrible and shocking experience. Dr. Constantine Demetracopoulos'  office is run like an inefficient factory. Everyone I spoke to in this office was condescending and arrogant.  My medical records were actually READ WRONG, and I was suddenly described as being unable to move.  It is frightening that my medical information was distorted when I had expected the best at HSS.
Dr Demetracoppoulos told me to see a HSS limb reconstruction specialist who in fact was completely bewildered and stated I needed to see someone capable of repairing TENDONS!   A complete waste of time. 
Consider going to highly trained foot and ankle surgeons in BOSTON where experts will be very willing to treat everyone with dignity, compassion, and importantly INTELLIGENCE.",Rated 1 out of 5
4918,"Dr Sink did not take my entire medical history into account and said that he was god. He seemed very focused on wanting to do as many surgeries as possible. As I was leaving he said he would not remember to send me my test results since he would forget about me ""as soon as I left"". It has now been determined with my new team of doctors that if I had done as many surgeries as he had suggested I would have been much worse off today.",Rated 1 out of 5
4566,"Proceed with caution!  After treating my daughter for a severe back condition over six years, Dr. Green simply dropped her as a patient without notification.  I would caution any patient considering treatment from Dr. Green.",Rated 1 out of 5
4984,"Very upsetting. Has absolutely no time for some of his patients. Very hard to make an appointment,no availability if it's an  urgent matter. Doesn't return phone calls. ",Rated 1 out of 5
0,Never go to this md ,Rated 1 out of 5
4401,"I've used him.  Not only did he use a treatment that horrified the manufacturer of the medication, he failed to follow directions, sending an acid into my bloodstream.  Instead of responding to my pain with a simple blood test, he sent me away.  I've endured a cyst to my jaw, two broken ankles, a swollen spine that snapped, occluded blood vessels in my hand, a heart attack and stenosis in my carotid artery that wasn't there during my last sonogram.",Rated 1 out of 5
1702,"it's been over six years  since Figgie replaced my wife,s hip, she was in excellent health and condition when he operated, but since her operation her life has changed dramiticly. I do not recommend this man.",Rated 1 out of 5
1743,"Terrible bedside manner 
 Told me I didn't have plantar fasciitis when two other specialists diagnosed me with it including a well known surgeon from HSS
     VERY disappointing experience . He was rude , arrogant and IMPATIENT ",Rated 1 out of 5
1742,Horrible. Staff incompetent. Terrible bedside. Does not care if his words ruin your life. STAY AWAY>,Rated 1 out of 5
1739,"After insisting I get an unessicary MRI in the foot that didn't have a problem, he told me what I already knew about my ""bad"" foot and recommended surgery. Fine. 
So I start asking questions on the surgery itself, recovery time etc... After maybe 4 questions he ROLLED HIS EYES, gave an irritated huff, and continued on. Then he continued to use a degrading and insulting tone IN FRONT OF HIS INTERN.  I left livid, appalled, disrespected AND without any advice on treating my condition. ",Rated 1 out of 5
1737,"Dr. Sheskier literally ruined my life, in that he decided on an ankle fusion which either didn't heal properly or broke apart an one point.  It has caused my on-going considerable pain. To combat the pain I took so many pain killers I developed a bleeding ulcer and passed out what at another doctors office. I spent five days at Mt. Sinai Hospital, where my hemoglobin was down to 5! Two blood transfusions did no good.  An endoscopy discovered the bleed. I've never fully recovered my former health",Rated 1 out of 5
