,feedback,rating
4700,"Excellence.In meeting with Dr. Ari Seidenstein at Rothmans in June '21, (after meeting with three other orthopedic surgeons), I had a clear way forward to have bi-lateral knee replacement surgery. He gave me complete confidence to replace both knees at the same time. He was crystal clear about what to expect before/after surgery and the entire recovery process.  The surgery was a complete success and I'm back to playing golf and tennis again.  The entire Rothmans pre/post op process and administration was very smooth and professional. Dr. Seidenstein's team of PA's were also very instrumental in my post-op visits and progress feedback.  The Rothman's patient service orientation, schedule flexibility and friendliness throughout was world class!  I'm extremely grateful for Dr. Seidenstein's professionalism and knowledge. He's a game changer and I've got my active, sporty life back now six months after surgery! ",Rated 5 out of 5
2936,Good. I like him,Rated 5 out of 5
2834,This doctor was great. Very friendly and knew what he was doing. I greatly recommend him.,Rated 5 out of 5
2832,"I found Dr De Moura to be very honest and forthright.  I was not rushed or hurried in any way.  He explained things thoroughly.   He was kind and knowledgeable.   He made me feel very comfortable, despite his diagnosis?  I wound have him do surgery on me anytime!
Feeling comfortable and confident with respect to any surgery, let alone, spinal surgery, is critically important to me!!",Rated 5 out of 5
2687,Dr. Zuckerman recently did my left knee replacement right before the Christmas holiday.  I had a little bit of drainage after the first week that he wanted to monitor. I had to change the dressing and send him photos of my knee and the dressing. Dr. Zuckerman called me at least 6- 7 times at home after receiving the photos with instructions. Did I tell you that he was out of town and still called every time. I don't know another doctor that would do that while away. He did a great job! ,Rated 5 out of 5
2742,Dr Macaulay did a fantastic job on my right hip replacement. When I came to see him initially at the age of 52 I could barely walk due to the pain in my hip. After the surgery I’ve gotten back to my prior active self! So grateful for the new lease on life Dr M has given me!,Rated 5 out of 5
2728,"Dr. Su is a very competent Orthopedic surgeon. Dr. Su shows professionalism , very respectful and recommends what is best for his patients. 
Dr. Su  listens to his patients; very caring and place his heart in all his works with best intentions of providing excellent care and performance. I highly recommend Dr. Su & peers to my family; friends and neighbors. High Mountain Orthopedic staff are very efficient; caring makes patients very comfortable  during visits. More blessings to all.Thank you.",Rated 5 out of 5
2729,Dr. Su came very highly recommended. He showed a lot of concern about my surgery. ,Rated 5 out of 5
2730,Very likely amazing doctor ,Rated 5 out of 5
2731,Dr. Su took time in listening to my concerns about the total hip replacement and explained things to me that helped make my decisions a lot easier.  He and the staff at High Mountain Orthopedics were and are excellent.,Rated 5 out of 5
2732,"Excellent surgeon, wonderful bedside manner. Takes the time to explain everything to his patients and their families. Highly recommend! ",Rated 5 out of 5
2733,"Dr. Su and staff are the best in their profession! Hip surgery last week and was shopping at the mall 1 week and 1 day later! High Mountain Orthopedics has the best Drs/surgeons in their field and their office staff is beyond compare, especially their surgical coordinator Giselle!",Rated 5 out of 5
2734,"Dr. Su has been a welcomed change from my mother’s previous orthopedic surgeon. In 2015, she had total hip replacement surgery and experienced persisting discomfort and an uneven gait, both of which weren’t adequately addressed by her previous surgeon. Dr. Su took my mother’s concerns seriously, explained potential root causes for her pain, and provided remediation options. I am very pleased with his care and even visited him myself for a recent knee injury. I highly recommend him. ",Rated 5 out of 5
2735,Dr Su is an awesome Doctor excellent bedside manner returns your call less then 15 minutes very informative very caring to me he’s an angel sent from above,Rated 5 out of 5
2736,Dr. Su is excellent ! Great bedside manner. Had me walking again in no time. Explains in detail everything from surgery to therapy to future recovery.,Rated 5 out of 5
2737,He was very nice and explained what was going on with my knee. He also explained how he was going to start treating my problem. I felt very comfortable with Dr. Su.,Rated 5 out of 5
2738,"My family has been coming to Dr Matarese's office for years. 
Always liked the care they gave to my children and my husband. It's now my turn. Dr. Matarese and Dr. Sherwin Su have been my doctors as I have just had a full knee replacement. The staff is wonderful always ready to help you out. So friendly too. The doctors did a terrific job replacing my knee. They are so nice and will answer any questions you my have. They take the time, so you understand what is happening to you. Awesome doctors.",Rated 5 out of 5
2739,"Total knee revision surgery Dr Macaulay provided a thorough analysis of issues surrounding a full knee revision surgery, explained the surgery in detail, and performed it all as discussed. Recovery has exceeded my expectations in mobility and level of pain. Post op consulting was likewise thorough and informative. Fantastic support staff both in hospital and out. ",Rated 5 out of 5
2740,"I am a 67 year old male in generally VG health and Dr. Macaulay replaced my arthritic right hip in August, 2021. I had my surgery at NYU Langone Orthopedic Hospital in NYC and couldn't be more pleased with the results. I went home on the day of surgery using a rolling walker and within 1 week had graduated from a cane to walking unaided. My progress continued at a rapid pace and by 6-8 weeks I was participating in almost all my normal activities including exercising with heavy weights, walking on uneven surfaces, almost all household chores, etc. Dr. Macaulay is an excellent surgeon and his results speak for themselves, truly life changing in my case. In addition, his office and surgical team is top notch and was very responsive to all my questions and concerns. I was a bit hesitant at first to go into NYC from my home in central Long Island for this procedure, but I'm very thankful that I did. It was well worth the extra travel time to benefit from such a terrific outcome. ",Rated 5 out of 5
